merchant_id,onboarding_month,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
MX-0198,2024-02-01,2024-10-01,Hospitality,Zarqa,Enterprise,Bank Partner,36.61,459.2,0.0,0.0,0.0,True,2614.06,343.0
MX-0120,2024-02-01,2024-03-01,Retail,Aqaba,Basic,Sales Agent,92.94,59.75,0.0,22.01,0.0,True,6048.49,438.0
MX-0121,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Sales Agent,88.22,146.07,0.0,0.0,0.0,True,1018.1,107.0
MX-0103,2024-02-01,2024-11-01,F&B,Amman,Pro,Bank Partner,18.95,131.17,0.0,0.0,0.0,True,3410.86,1055.0
MX-0164,2024-02-01,2024-02-01,Retail,Amman,Pro,Sales Agent,90.49,106.08,106.08,0.0,0.0,True,3389.98,740.0
MX-0333,2024-02-01,2024-09-01,F&B,amman,Basic,Sales Agent,-20,31.94,0.0,0.0,0.0,True,14145.92,1087.0
MX-0373,2024-02-01,2024-03-01,F&B,Irbid,Pro,Sales Agent,81.55,171.75,0.0,79.5,0.0,True,2146.71,941.0
MX-0329,2024-02-01,2024-06-01,Retail,Aqaba,Pro,Sales Agent,50JOD,64.32,0.0,0.0,0.0,True,11760.54,841.0
MX-0044,2024-02-01,2024-12-01,Pharmacy,Irbid,Pro,Bank Partner,17.87,178.61,0.0,79.44,0.0,True,2405.61,162.0
MX-0257,2024-02-01,2024-03-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,0.0,0.0,0.0,True,3055.95,274.0
MX-0005,2024-02-01,2024-02-01,F&B,Irbid,Pro,Bank Partner,21.8,69.33,69.33,0.0,0.0,True,2646.38,796.0
MX-0057,2024-02-01,2024-02-01,F&B,Amman,Pro,Sales Agent,67.74,93.8,93.8,0.0,0.0,True,6668.32,914.0
MX-0061,2024-02-01,2024-09-01,F&B,Irbid,Pro,Bank Partner,50JOD,114.43,0.0,0.0,0.0,True,2901.69,814.0
MX-0085,2024-02-01,2024-05-01,F&B,Irbid,Enterprise,Online,41.55,478.68,0.0,0.0,0.0,True,2317.02,853.0
MX-0007,2024-02-01,2024-10-01,F&B,Mafraq,Pro,Sales Agent,66.98,154.88,0.0,0.0,0.0,True,10287.33,878.0
MX-0073,2024-02-01,2024-09-01,F&B,Amman,Basic,Sales Agent,52.29,65.94,0.0,27.49,0.0,True,6083.81,845.0
MX-0038,2024-02-01,2024-09-01,F&B,Amman,Pro,Sales Agent,49.07,111.92,0.0,0.0,0.0,True,7100.23,987.0
MX-0335,2024-02-01,2025-01-01,F&B,Zarqa,Enterprise,Online,24.58,416.49,0.0,0.0,0.0,True,9300.3,851.0
MX-0443,2024-02-01,2024-08-01,F&B,Irbid,Pro,Sales Agent,85.71,53.98,0.0,0.0,0.0,True,8316.69,968.0
MX-0156,2024-02-01,2024-03-01,F&B,Amman,Pro,Online,29.59,0.0,0.0,0.0,93.91,False,0.0,0.0
MX-0447,2024-02-01,2024-10-01,Pharmacy,Zaqra,Pro,Bank Partner,21.48,0.0,0.0,0.0,111.6,False,0.0,0.0
MX-0072,2024-02-01,2024-07-01,F&B,Aqaba,Basic,Bank Partner,27.98,95.32,0.0,0.0,0.0,True,7902.8,968.0
MX-0249,2024-02-01,2024-05-01,Pharmacy,Mafraq,Enterprise,Sales Agent,75.94,432.63,0.0,59.18,0.0,True,2156.0,165.0
MX-0157,2024-02-01,2024-05-01,Retail,Amman,Basic,Sales Agent,48.52,,0.0,0.0,0.0,True,3926.36,642.0
MX-0349,2024-02-01,2024-03-01,F&B,Zarqa,Enterprise,Online,43.75,534.09,0.0,0.0,0.0,True,9653.41,854.0
MX-0122,2024-02-01,2024-12-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,328.02,0.0,0.0,0.0,True,3063.5,285.0
MX-0042,2024-02-01,2024-03-01,Retail,Irbid,Pro,Bank Partner,2903.0,118.48,0.0,0.0,0.0,True,8813.62,616.0
MX-0007,2024-02-01,2024-02-01,F&B,Mafraq,Pro,Sales Agent,66.98,82.49,82.49,0.0,0.0,True,7671.49,877.0
MX-0352,2024-02-01,2024-07-01,Hospitality,Aqaba,Pro,Online,56.53,82.38,0.0,0.0,0.0,True,1979.36,153.0
MX-0014,2024-02-01,2024-12-01,F&B,Jerash,Basic,Bank Partner,18.48,79.07,0.0,0.0,0.0,True,6164.97,950.0
MX-0290,2024-02-01,2024-03-01,Retail,Balqa,Basic,Sales Agent,51.77,29.54,0.0,0.0,0.0,True,2734.05,825.0
MX-0127,2024-02-01,2024-04-01,Hospitality,Zarqa,Basic,Bank Partner,30.87,20.13,0.0,0.0,0.0,True,2732.96,253.0
MX-0278,2024-02-01,2024-07-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,3283.09,742.0
MX-0275,2024-02-01,2024-05-01,Retail,Aqaba,Basic,Sales Agent,97.03,23.02,0.0,0.0,0.0,True,3808.23,682.0
MX-0135,2024-02-01,2024-09-01,Pharmacy,Amman,Pro,Online,48.77,134.94,0.0,0.0,0.0,True,1084.39,226.0
MX-0404,2024-02-01,2024-08-01,Hospitality,Zarqa,Pro,Bank Partner,22.78,119.77,0.0,0.0,0.0,True,1155.41,269.0
MX-0279,2024-02-01,2024-05-01,Retail,Irbid,Basic,Bank Partner,30.85,29.87,0.0,0.0,0.0,True,7808.21,597.0
MX-0346,2024-02-01,2024-07-01,Retail,Amman,Basic,Bank Partner,31.71,,0.0,0.0,0.0,True,2394.69,528.0
MX-0221,2024-02-01,2024-04-01,Retail,Balqa,Enterprise,Bank Partner,32.59,451.74,0.0,0.0,0.0,True,2287.68,718.0
MX-0209,2024-02-01,2024-07-01,F&B,Amman,Basic,Sales Agent,57.53,0.0,0.0,0.0,29.35,False,0.0,0.0
MX-0129,2024-02-01,2024/12/01,F&B,Amman,Basic,Bank Partner,37.05,15.7,0.0,0.0,0.0,True,12464.73,859.0
MX-0237,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,37.31,0.0,64.98,0.0,64.98,False,0.0,0.0
MX-0383,2024-02-01,2024-10-01,Retail,Amman,Enterprise,Sales Agent,95.0,523.49,0.0,0.0,0.0,True,3349.45,582.0
MX-0463,2024-02-01,2025-01-01,Retail,Amman,Basic,Online,44.94,24.1,0.0,0.0,0.0,True,3089.06,639.0
MX-0061,2024-02-01,2024-07-01,F&B,Irbid,Pro,Bank Partner,16.56,114.43,0.0,0.0,0.0,True,3933.6,845.0
MX-0277,2024-02-01,2025-01-01,Hospitality,Amman,Basic,Sales Agent,84.62,25.01,0.0,0.0,0.0,True,148660.0,201.0
MX-0326,2024-02-01,2024-07-01,Retail,Mafraq,Basic,Sales Agent,97.3,39.12,0.0,0.0,0.0,True,4554.09,886.0
MX-0353,2024-02-01,2024-02-01,Retail,Amman,Basic,Online,44.5,21.83,21.83,0.0,0.0,True,9892.42,892.0
MX-0173,2024-02-01,2024-09-01,Retail,Amman,Pro,Online,27.0,65.41,0.0,0.0,0.0,True,7104.49,616.0
MX-0314,2024-02-01,2024-02-01,Pharmacy,Mafraq,Pro,Bank Partner,-20,0.0,100.72,0.0,100.72,False,0.0,0.0
MX-0443,2024-02-01,2024-07-01,F&B,Irbid,Pro,Sales Agent,50JOD,53.98,0.0,0.0,0.0,True,5972.9,955.0
MX-0070,2024-02-01,2024-03-01,Pharmacy,Amman,Basic,Sales Agent,59.81,23.68,0.0,0.0,0.0,True,698.35,50.0
MX-0179,2024-02-01,2024-10-01,Pharmacy,Karak,Pro,Bank Partner,32.35,158.24,0.0,0.0,0.0,True,1427.05,170.0
MX-0399,2024-02-01,2024-11-01,Hospitality,Amman,Pro,Bank Partner,31.15,232.11,0.0,69.74,0.0,True,1302.88,328.0
MX-0413,2024-02-01,2024-04-01,Pharmacy,Irbid,Basic,Online,39.42,81.23,0.0,62.24,0.0,True,5675.83,411.0
MX-0008,2024-02-01,2024-03-01,Hospitality,Madaba,Pro,Sales Agent,86.6,106.78,0.0,0.0,0.0,True,1883.16,326.0
MX-0464,2024-02-01,2024-09-01,Retail,Zaqra,Pro,Bank Partner,29.23,117.3,0.0,0.0,0.0,True,8834.13,690.0
MX-0077,2024-02-01,2024-06-01,Hospitality,Amman,Basic,Bank Partner,50JOD,35.27,0.0,0.0,0.0,True,770.88,85.0
MX-0013,2024-02-01,2024-04-01,Hospitality,Balqa,Enterprise,Online,56.26,282.83,0.0,0.0,0.0,True,271.01,36.0
MX-0076,2024-02-01,2024-09-01,Retail,Balqa,Basic,Bank Partner,36.76,0.0,0.0,0.0,24.73,False,0.0,0.0
MX-0226,2024-02-01,2024-02-01,F&B,Jerash,Pro,Bank Partner,26.72,94.92,94.92,0.0,0.0,True,4987.69,870.0
MX-0035,2024-02-01,2024-06-01,Pharmacy,Aqaba,Basic,Bank Partner,30.21,0.0,0.0,0.0,26.23,False,0.0,0.0
MX-0205,2024-02-01,2025-01-01,Retail,Amman,Basic,Bank Partner,3350.0,61.65,0.0,0.0,0.0,True,254908.0,671.0
MX-0485,2024-02-01,2024-08-01,Retail,Irbid,Basic,Bank Partner,26.57,93.42,0.0,0.0,0.0,True,5752.27,
MX-0044,2024-02-01,2024-07-01,Pharmacy,Irbid,Pro,Bank Partner,50JOD,99.17,0.0,34.39,0.0,True,1952.13,363.0
MX-0105,2024-02-01,2024-04-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,511.16,0.0,0.0,0.0,True,2657.26,188.0
MX-0232,2024-02-01,2024-12-01,Retail,amman,Basic,Sales Agent,42.89,25.23,0.0,0.0,0.0,True,5668.64,842.0
MX-0243,2024-02-01,2024-03-01,Pharmacy,Aqaba,Pro,Sales Agent,74.97,102.75,0.0,0.0,0.0,True,3845.54,278.0
MX-0392,2024-02-01,2024-03-01,Retail,Jerash,Basic,Bank Partner,19.17,36.7,0.0,0.0,0.0,True,3839.23,717.0
MX-0353,2024-02-01,2024-12-01,Retail,Amman,Basic,Online,44.5,0.0,0.0,0.0,0.0,True,5493.58,756.0
MX-0089,2024-02-01,2024-03-01,Hospitality,Amman,Enterprise,Bank Partner,35.55,269.64,0.0,17.51,0.0,True,2010.4,191.0
MX-0262,2024-02-01,2024-07-01,Pharmacy,Zaqra,Pro,Online,44.08,89.93,0.0,0.0,0.0,True,4320.64,399.0
MX-0445,2024-02-01,2024-09-01,Hospitality,Amman,Pro,Sales Agent,66.43,173.96,0.0,0.0,0.0,True,1559.34,276.0
MX-0006,2024-02-01,2024-05-01,F&B,Amman,Pro,Bank Partner,33.98,65.1,0.0,0.0,0.0,True,2689.07,976.0
MX-0264,2024-02-01,2024-02-01,Retail,Aqaba,Basic,Sales Agent,66.6,24.64,24.64,0.0,0.0,True,3242.83,635.0
MX-0025,2024-02-01,2024-11-01,Retail,Madaba,Enterprise,Sales Agent,65.13,578.41,0.0,0.0,0.0,True,3532.2,568.0
MX-0178,2024-02-01,2024-06-01,F&B,Amman,Basic,Bank Partner,31.07,21.31,0.0,0.0,0.0,True,6102.73,1124.0
MX-0254,2024-02-01,2024-03-01,F&B,Amman,Basic,Bank Partner,35.73,17.7,0.0,0.0,0.0,True,7075.55,894.0
MX-0316,2024-02-01,2024-04-01,Retail,Zarqa,Pro,Online,25.26,78.67,0.0,0.0,0.0,True,6241.67,598.0
MX-0010,2024-02-01,2024-05-01,Retail,Irbid,Basic,Sales Agent,69.25,21.87,0.0,0.0,0.0,True,3901.92,508.0
MX-0385,2024-02-01,2024-02-01,Retail,Aqaba,Pro,Bank Partner,2297.0,0.0,60.03,0.0,60.03,False,0.0,0.0
MX-0224,2024-02-01,2024-10-01,F&B,Aqaba,Enterprise,Bank Partner,21.05,475.69,0.0,0.0,0.0,True,12480.43,850.0
MX-0345,2024-02-01,2024-05-01,F&B,Amman,Pro,Online,57.67,156.19,0.0,0.0,0.0,True,4295.43,941.0
MX-0403,2024-02-01,2024-11-01,Retail,Amman,Basic,Sales Agent,64.58,90.68,0.0,0.0,0.0,True,4570.45,580.0
MX-0272,2024-02-01,2024-02-01,Hospitality,Jerash,Pro,Sales Agent,63.07,0.0,87.24,0.0,0.0,True,4552.69,329.0
MX-0019,2024-02-01,2024-07-01,Retail,Ma'an,Enterprise,Bank Partner,15.55,314.21,0.0,0.0,0.0,True,8022.68,740.0
MX-0360,2024-02-01,2024-03-01,Retail,Amman,Pro,Sales Agent,48.53,91.53,0.0,36.73,0.0,True,9750.01,779.0
MX-0093,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Bank Partner,20.09,79.59,0.0,0.0,0.0,True,1105.81,74.0
MX-0264,2024-02-01,2024-09-01,Retail,Aqaba,Basic,Sales Agent,66.6,33.38,0.0,0.0,0.0,True,1938.39,587.0
MX-0257,2024-02-01,2024-06-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,0.0,0.0,0.0,True,2571.92,320.0
MX-0088,2024-02-01,2025-01-01,Retail,Amman,Basic,Bank Partner,31.42,29.49,0.0,0.0,0.0,True,331218.0,863.0
MX-0062,2024-02-01,2025-01-01,F&B,Amman,Enterprise,Bank Partner,27.81,371.76,0.0,0.0,0.0,True,2774.18,921.0
MX-0118,2024-02-01,2024-10-01,F&B,Amman,Pro,Sales Agent,76.92,152.81,0.0,0.0,0.0,True,6937.63,839.0
MX-0387,2024-02-01,2024-04-01,F&B,Irbid,Pro,Bank Partner,24.28,93.14,0.0,0.0,0.0,True,13921.26,988.0
MX-0371,2024-02-01,2024-04-01,F&B,Amman,Enterprise,Online,46.09,597.6,0.0,0.0,0.0,True,2035.11,837.0
MX-0022,2024-02-01,2024/08/01,F&B,Amman,Basic,Online,42.41,19.64,0.0,0.0,0.0,True,10492.2,797.0
MX-0031,2024-02-01,2024-04-01,Retail,Madaba,Basic,Bank Partner,19.95,23.57,0.0,0.0,0.0,True,4404.49,528.0
MX-0163,2024-02-01,2024-02-01,Retail,Irbid,Basic,Online,34.09,37.11,37.11,0.0,0.0,True,13969.26,951.0
MX-0245,2024-02-01,2024-09-01,F&B,Amman,Pro,Bank Partner,36.39,51.42,0.0,0.0,0.0,True,5242.47,1007.0
MX-0054,2024-02-01,2024-11-01,Hospitality,Zarqa,Pro,Online,50JOD,177.07,0.0,0.0,0.0,True,1879.76,321.0
MX-0302,2024-02-01,2024-04-01,Retail,Amman,Enterprise,Sales Agent,74.32,402.58,0.0,0.0,0.0,True,7246.86,584.0
MX-0354,2024-02-01,2024-11-01,F&B,Ajloun,Pro,Online,54.95,74.18,0.0,0.0,0.0,True,14008.59,992.0
MX-0166,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Online,59.16,80.06,0.0,19.35,0.0,True,2434.95,229.0
MX-0346,2024-02-01,2024-11-01,Retail,Amman,Basic,Bank Partner,31.71,106.14,0.0,69.67,0.0,True,11767.11,803.0
MX-0259,2024-02-01,2024-08-01,Retail,Ajloun,Basic,Bank Partner,22.92,0.0,0.0,0.0,20.39,False,0.0,0.0
MX-0162,2024-02-01,2024-10-01,Retail,Ma'an,Basic,Sales Agent,77.26,36.75,0.0,0.0,0.0,True,9246.48,644.0
MX-0349,2024-02-01,2024-05-01,F&B,Zarqa,Enterprise,Online,43.75,534.09,0.0,0.0,0.0,True,2157.28,815.0
MX-0340,2024-02-01,2024-08-01,F&B,Irbid,Basic,Bank Partner,25.47,22.88,0.0,0.0,0.0,True,2385.69,1033.0
MX-0492,2024-02-01,2024-06-01,Retail,Irbid,Basic,Bank Partner,20.08,36.49,0.0,0.0,0.0,True,10936.01,843.0
MX-0260,2024-02-01,2024-06-01,F&B,Aqaba,Pro,Sales Agent,66.08,77.9,0.0,0.0,0.0,True,12480.1,952.0
MX-0053,2024-02-01,2024-11-01,Pharmacy,Zarqa,Enterprise,Online,26.63,630.46,0.0,49.96,0.0,True,1396.36,200.0
MX-0255,2024-02-01,2025-01-01,F&B,Amman,Pro,Online,55.16,76.03,0.0,0.0,0.0,True,3356.1,944.0
MX-0067,2024-02-01,2024-02-01,F&B,Amman,Basic,Sales Agent,52.08,31.84,31.84,0.0,0.0,True,10375.08,884.0
MX-0354,2024-02-01,2024-05-01,F&B,Ajloun,Pro,Online,54.95,74.18,0.0,0.0,0.0,True,8530.81,902.0
MX-0405,2024-02-01,2024-03-01,F&B,Amman,Pro,Sales Agent,80.63,51.21,0.0,0.0,0.0,True,4046.83,798.0
MX-0361,2024-02-01,2024-10-01,F&B,Aqaba,Enterprise,Sales Agent,40.7,475.45,0.0,0.0,0.0,True,5906.19,749.0
MX-0482,2024-02-01,2024-08-01,Retail,Aqaba,Basic,Online,55.08,0.0,0.0,0.0,29.43,False,0.0,0.0
MX-0463,2024-02-01,2024-12-01,Retail,Amman,Basic,Online,44.94,24.1,0.0,0.0,0.0,True,11099.71,867.0
MX-0296,2024-02-01,2024-03-01,Retail,Ajloun,Basic,Bank Partner,15.19,21.26,0.0,0.0,0.0,True,9094.94,740.0
MX-0222,2024-02-01,2024-04-01,Retail,Amman,Basic,Bank Partner,2852.0,38.56,0.0,0.0,0.0,True,1497.31,475.0
MX-0089,2024-02-01,2024-05-01,Hospitality,Amman,Enterprise,Bank Partner,35.55,269.64,0.0,0.0,0.0,True,3300.59,243.0
MX-0371,2024-02-01,2024-10-01,F&B, Amman ,Enterprise,Online,46.09,597.6,0.0,0.0,0.0,True,7664.0,1051.0
MX-0048,2024-02-01,2024-07-01,Retail,Irbid,Basic,Sales Agent,82.47,102.31,0.0,59.66,0.0,True,9283.07,872.0
MX-0030,2024-02-01,2024-03-01,F&B,Jerash,Pro,Sales Agent,79.25,52.22,0.0,0.0,0.0,True,3839.53,809.0
MX-0443,2024-02-01,2024-05-01,F&B,Irbid,Pro,Sales Agent,-20,53.98,0.0,0.0,0.0,True,4991.11,1002.0
MX-0241,2024-02-01,2024-09-01,Pharmacy,Zarqa,Pro,Online,51.78,115.96,0.0,0.0,0.0,True,1202.18,140.0
MX-0032,2024-02-01,2024-11-01,F&B,Petra,Pro,Sales Agent,73.92,158.99,0.0,0.0,0.0,True,2089.72,829.0
MX-0089,2024-02-01,2025-01-01,Hospitality,Amman,Enterprise,Bank Partner,35.55,269.64,0.0,0.0,0.0,True,2435.47,240.0
MX-0263,2024-02-01,2024-04-01,F&B,Amman,Basic,Bank Partner,37.31,53.89,0.0,0.0,0.0,True,3481.55,1019.0
MX-0054,2024-02-01,2024-02-01,Hospitality,Zarqa,Pro,Online,57.83,94.2,94.2,0.0,0.0,True,968.37,67.0
MX-0077,2024-02-01,2024-08-01,Hospitality,Amman,Basic,Bank Partner,20.97,0.0,0.0,0.0,0.0,True,1231.77,176.0
MX-0031,2024-02-01,2024-05-01,Retail,Madaba,Basic,Bank Partner,19.95,63.04,0.0,39.47,0.0,True,10063.93,793.0
MX-0267,2024-02-01,2024-04-01,Retail,Zaqra,Basic,Sales Agent,75.5,32.39,0.0,0.0,0.0,True,7818.42,669.0
MX-0189,2024-02-01,2024-02-01,Retail,Aqaba,Basic,Sales Agent,87.31,26.7,26.7,0.0,0.0,True,9731.45,671.0
MX-0387,2024-02-01,2024-12-01,F&B,Irbid,Pro,Bank Partner,24.28,266.66,0.0,40.95,0.0,True,8782.46,740.0
MX-0259,2024-02-01,2024-05-01,Retail,Zaqra,Basic,Bank Partner,22.92,20.39,0.0,0.0,0.0,True,2902.6,449.0
MX-0251,2024-02-01,2024-07-01,F&B,Amman,Pro,Sales Agent,45.63,80.89,0.0,0.0,0.0,True,4033.1,955.0
MX-0445,2024-02-01,2024-03-01,Hospitality,Amman,Pro,Sales Agent,66.43,100.39,0.0,0.0,0.0,True,1774.08,
MX-0437,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,24.64,32.04,32.04,9.92,0.0,True,1228245.0,975.0
MX-0463,2024-02-01,2024-09-01,Retail,Amman,Basic,Online,44.94,24.1,0.0,0.0,0.0,True,2777.93,662.0
MX-0054,2024-02-01,2025-01-01,Hospitality,Zarqa,Pro,Online,57.83,194.81,0.0,0.0,0.0,True,1329.32,122.0
MX-0178,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,31.07,21.31,21.31,0.0,0.0,True,2002.28,720.0
MX-0083,2024-02-01,2024-02-01,F&B,Zarqa,Basic,Sales Agent,67.84,0.0,17.81,0.0,17.81,False,0.0,0.0
MX-0405,2024-02-01,2025-01-01,F&B,Amman,Pro,Sales Agent,80.63,51.21,0.0,0.0,0.0,True,6767.19,747.0
MX-0444,2024-02-01,2024-06-01,F&B,amman,Basic,Sales Agent,90.02,30.2,0.0,0.0,0.0,True,8226.03,648.0
MX-0248,2024-02-01,2024-08-01,Pharmacy,Zarqa,Basic,Bank Partner,35.78,22.51,0.0,0.0,0.0,True,4475.32,374.0
MX-0229,2024-02-01,2024-02-01,Hospitality,Amman,Enterprise,Online,31.89,574.84,574.84,0.0,0.0,True,748.26,121.0
MX-0474,2024-02-01,2024-09-01,Hospitality,Amman,Basic,Sales Agent,83.33,16.78,0.0,0.0,0.0,True,2800.35,269.0
MX-0389,2024-02-01,2024-02-01,Hospitality,Amman,Enterprise,Sales Agent,-20,382.73,382.73,0.0,0.0,True,1402.19,231.0
MX-0390,2024-02-01,2024-06-01,Hospitality,Amman,Basic,Online,47.54,0.0,0.0,0.0,32.9,False,0.0,0.0
MX-0137,2024-02-01,2025-01-01,Retail,Zarqa,Pro,Bank Partner,16.99,202.74,0.0,0.0,0.0,True,8833.16,829.0
MX-0012,2024-02-01,2024-06-01,Pharmacy,Amman,Enterprise,Sales Agent,43.76,392.36,0.0,0.0,0.0,True,663.78,63.0
MX-0410,2024-02-01,2024-03-01,F&B,Amman,Pro,Bank Partner,26.35,104.94,0.0,0.0,0.0,True,2546.49,994.0
MX-0331,2024-02-01,2024-03-01,F&B, Amman ,Pro,Online,30.3,79.92,0.0,0.0,0.0,True,9146.67,879.0
MX-0373,2024-02-01,2024-02-01,F&B,Irbid,Pro,Sales Agent,81.55,92.25,92.25,0.0,0.0,True,11553.42,885.0
MX-0380,2024-02-01,2024-12-01,F&B,Amman,Pro,Sales Agent,87.9,0.0,0.0,0.0,110.79,False,0.0,0.0
MX-0177,2024-02-01,2024-05-01,Retail,Amman,Pro,Bank Partner,21.98,51.05,0.0,0.0,0.0,True,9788.07,782.0
MX-0344,2024-02-01,2024-03-01,Retail,Karak,Pro,Sales Agent,61.29,119.07,0.0,37.11,0.0,True,10304.46,795.0
MX-0227,2024-02-01,2024-02-01,Pharmacy,Amman,Basic,Sales Agent,58.08,28.1,28.1,0.0,0.0,True,4061.0,460.0
MX-0200,2024-02-01,2024-08-01,Hospitality,Zarqa,Basic,Sales Agent,62.82,16.08,0.0,0.0,0.0,True,2204.65,194.0
MX-0335,2024-02-01,2024-03-01,F&B,Zarqa,Enterprise,Online,24.58,0.0,0.0,0.0,0.0,True,9603.89,1031.0
MX-0243,2024-02-01,2024/09/01,Pharmacy,Aqaba,Pro,Sales Agent,74.97,170.33,0.0,0.0,0.0,True,2066.9,341.0
MX-0057,2024-02-01,2024-04-01,F&B,Amman,Pro,Sales Agent,67.74,93.8,0.0,0.0,0.0,True,7798.15,1028.0
MX-0060,2024-02-01,2025-01-01,F&B,Irbid,Pro,Online,41.82,138.93,0.0,0.0,0.0,True,7749.37,901.0
MX-0441,2024-02-01,2024-02-01,F&B,Amman,Enterprise,Bank Partner,28.84,256.01,256.01,0.0,0.0,True,9743.09,910.0
MX-0049,2024-02-01,2024-11-01,Retail,Zarqa,Pro,Bank Partner,28.59,88.72,0.0,0.0,0.0,True,5289.61,514.0
MX-0048,2024-02-01,2024-03-01,Retail,Irbid,Basic,Sales Agent,82.47,17.25,0.0,0.0,0.0,True,3900.92,671.0
MX-0411,2024-02-01,2024-04-01,F&B,Zarqa,Basic,Bank Partner,32.21,25.68,0.0,0.0,0.0,True,7278.17,869.0
MX-0418,2024-02-01,2024-07-01,F&B,Balqa,Basic,Sales Agent,42.34,92.78,0.0,0.0,0.0,True,2403.89,994.0
MX-0261,2024-02-01,2024-02-01,Retail,Zaqra,Basic,Sales Agent,-20,0.0,20.41,0.0,20.41,False,0.0,0.0
MX-0197,2024-02-01,2024-09-01,Retail,Amman,Enterprise,Bank Partner,26.51,284.51,0.0,0.0,0.0,True,7298.83,594.0
MX-0497,2024-02-01,2024-03-01,Retail,Mafraq,Pro,Online,43.09,0.0,0.0,0.0,0.0,True,8077.36,743.0
MX-0078,2024-02-01,2024-12-01,F&B,Mafraq,Pro,Sales Agent,67.07,95.38,0.0,0.0,0.0,True,8704.27,806.0
MX-0413,2024-02-01,2024-05-01,Pharmacy,Irbid,Basic,Online,50JOD,81.23,0.0,0.0,0.0,True,4516.35,302.0
MX-0352,2024-02-01,2024-03-01,Hospitality,Aqaba,Pro,Online,56.53,82.38,0.0,0.0,0.0,True,924.5,292.0
MX-0148,2024-02-01,2024-06-01,Retail,Irbid,Pro,Online,50JOD,112.51,0.0,0.0,0.0,True,10098.04,727.0
MX-0008,2024-02-01,2024-05-01,Hospitality,Madaba,Pro,Sales Agent,86.6,0.0,0.0,0.0,106.78,False,0.0,0.0
MX-0101,2024-02-01,2024-05-01,F&B,Amman,Basic,Bank Partner,37.88,15.53,0.0,0.0,0.0,True,3660.87,1004.0
MX-0464,2024-02-01,2024-11-01,Retail,Amman,Pro,Bank Partner,29.23,167.1,0.0,49.8,0.0,True,6249.77,639.0
MX-0419,2024-02-01,2024-11-01,Retail,Aqaba,Basic,Bank Partner,15.77,30.85,0.0,0.0,0.0,True,11769.71,922.0
MX-0154,2024-02-01,2024-05-01,Retail,Aqaba,Pro,Bank Partner,-20,80.34,0.0,0.0,0.0,True,8379.69,589.0
MX-0028,2024-02-01,2024-08-01,Retail,Amman,Pro,Bank Partner,39.53,103.5,0.0,0.0,0.0,True,4968.7,628.0
MX-0266,2024-02-01,2024-06-01,Retail,Zarqa,Basic,Bank Partner,30.78,20.5,0.0,0.0,0.0,True,4339.19,683.0
MX-0387,2024-02-01,2024/05/01,F&B,Irbid,Pro,Bank Partner,24.28,93.14,0.0,0.0,0.0,True,13473.46,980.0
MX-0045,2024-02-01,2024-09-01,F&B,Irbid,Pro,Online,54.41,70.26,0.0,0.0,0.0,True,8406.08,701.0
MX-0219,2024-02-01,2024-12-01,Retail,Amman,Pro,Online,54.91,73.55,0.0,0.0,0.0,True,4085.41,482.0
MX-0429,2024-02-01,2025-01-01,F&B,Irbid,Pro,Sales Agent,58.84,129.51,0.0,0.0,0.0,True,9040.65,
MX-0395,2024-02-01,2024-06-01,F&B,Irbid,Basic,Sales Agent,93.41,16.79,0.0,0.0,0.0,True,13221.78,940.0
MX-0483,2024-02-01,2024-04-01,Retail,Amman,Basic,Sales Agent,96.64,21.17,0.0,0.0,0.0,True,4806.62,695.0
MX-0441,2024-02-01,2024-08-01,F&B,Amman,Enterprise,Bank Partner,28.84,256.01,0.0,0.0,0.0,True,7710.8,882.0
MX-0454,2024-02-01,2024-06-01,Pharmacy,Mafraq,Pro,Sales Agent,60.84,172.35,0.0,68.34,0.0,True,4107.71,315.0
MX-0351,2024-02-01,2024-05-01,Retail,Amman,Pro,Bank Partner,30.9,82.78,0.0,0.0,0.0,True,2728.94,562.0
MX-0002,2024-02-01,2024-07-01,Pharmacy,Zarqa,Basic,Sales Agent,54.82,106.76,0.0,0.0,0.0,True,4580.49,383.0
MX-0305,2024-02-01,2024/02/01,Retail,Amman,Pro,Bank Partner,38.29,113.61,113.61,0.0,0.0,True,8476.02,770.0
MX-0235,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,-20,67.17,67.17,0.0,0.0,True,3587.95,823.0
MX-0221,2024-02-01,2024-06-01,Retail,Balqa,Enterprise,Bank Partner,32.59,451.74,0.0,0.0,0.0,True,3544.23,656.0
